coverage,avg_set_size,accuracy,dataset,model,seed,alpha,target_coverage,distribution_noise,label_noise,sample_size,coverage_gap,experiment
0.9015252328795168,1.1527280171972567,0.839594636093766,adult_income,logistic_regression,0,0.1,0.9,0.0,0.0,500,0.0015252328795167802,sample_size
0.9054150885453988,1.1355307605691474,0.8456341488381616,adult_income,logistic_regression,0,0.1,0.9,0.0,0.0,1000,0.0054150885453987385,sample_size
0.9056198177909714,1.1190500563005426,0.8519807554509161,adult_income,logistic_regression,0,0.1,0.9,0.0,0.0,full,0.005619817790971426,sample_size
0.9032654314668851,1.1131129081789333,0.8539256832838571,adult_income,logistic_regression,1,0.1,0.9,0.0,0.0,full,0.0032654314668850715,sample_size
0.8929266045654621,1.112703449687788,0.8428703040229297,adult_income,logistic_regression,1,0.1,0.9,0.1,0.0,full,-0.007073395434537888,distribution_shift
0.8681543658511618,1.1052308322243833,0.8213737332377931,adult_income,logistic_regression,1,0.1,0.9,0.2,0.0,full,-0.03184563414883823,distribution_shift
0.7821680827106152,1.0861910123861194,0.7416316920872147,adult_income,logistic_regression,1,0.1,0.9,0.5,0.0,full,-0.1178319172893848,distribution_shift
0.6813389292660457,1.0581431057426554,0.6526768348858635,adult_income,logistic_regression,1,0.1,0.9,1.0,0.0,full,-0.21866107073395435,distribution_shift
0.9032654314668851,1.1131129081789333,0.8539256832838571,adult_income,logistic_regression,1,0.1,0.9,0.0,0.0,full,0.0032654314668850715,sample_size
0.906336370150476,1.1258061214044426,0.8512642030914116,adult_income,logistic_regression,1,0.1,0.9,0.0,0.1,full,0.006336370150475945,label_noise
0.9044938069403214,1.1370662299109429,0.8455317842153751,adult_income,logistic_regression,1,0.1,0.9,0.0,0.2,full,0.004493806940321421,label_noise
0.9034701607124578,1.1453577643566384,0.8422561162862114,adult_income,logistic_regression,1,0.1,0.9,0.0,0.3,full,0.0034701607124577594,label_noise
0.9008086805200123,1.2067765380284574,0.8121609171870202,adult_income,logistic_regression,1,0.1,0.9,0.0,0.0,100,0.0008086805200122615,sample_size
0.8996826696693623,1.1436175657692702,0.8351929573139523,adult_income,logistic_regression,1,0.1,0.9,0.0,0.0,500,-0.00031733033063774396,sample_size
0.9059269116593305,1.1411608148223973,0.8431773978912888,adult_income,logistic_regression,1,0.1,0.9,0.0,0.0,1000,0.005926911659330458,sample_size
0.9032654314668851,1.1131129081789333,0.8539256832838571,adult_income,logistic_regression,1,0.1,0.9,0.0,0.0,full,0.0032654314668850715,sample_size
0.8992732111782168,1.1074828539256834,0.8482956290306071,adult_income,logistic_regression,2,0.1,0.9,0.0,0.0,full,-0.0007267888217832308,sample_size
0.8909816767325213,1.107380489302897,0.8409253761899887,adult_income,logistic_regression,2,0.1,0.9,0.1,0.0,full,-0.009018323267478756,distribution_shift
0.8675401781144436,1.0981676732521242,0.8215784624833657,adult_income,logistic_regression,2,0.1,0.9,0.2,0.0,full,-0.032459821885556406,distribution_shift
0.7859555737537107,1.080765687378442,0.7465451939809602,adult_income,logistic_regression,2,0.1,0.9,0.5,0.0,full,-0.1140444262462893,distribution_shift
0.6790869075647457,1.0498515712969598,0.6534957518681543,adult_income,logistic_regression,2,0.1,0.9,1.0,0.0,full,-0.22091309243525437,distribution_shift
0.8992732111782168,1.1074828539256834,0.8482956290306071,adult_income,logistic_regression,2,0.1,0.9,0.0,0.0,full,-0.0007267888217832308,sample_size
0.8984542941959259,1.1120892619510696,0.8492169106356843,adult_income,logistic_regression,2,0.1,0.9,0.0,0.1,full,-0.0015457058040740934,label_noise
0.8977377418364213,1.1268297676323062,0.8423584809089979,adult_income,logistic_regression,2,0.1,0.9,0.0,0.2,full,-0.002262258163578723,label_noise
0.8989661173098578,1.1400348039717474,0.8361142389190296,adult_income,logistic_regression,2,0.1,0.9,0.0,0.3,full,-0.0010338826901422626,label_noise
0.9011157743883714,1.19797318046883,0.8182004299314157,adult_income,logistic_regression,2,0.1,0.9,0.0,0.0,100,0.0011157743883714044,sample_size
0.8997850342921486,1.1193571501689017,0.8449175964786569,adult_income,logistic_regression,2,0.1,0.9,0.0,0.0,500,-0.0002149657078514,sample_size
